Domain,Zone,Region,Branch Name,Branch Code,No_of_Samity,No_of_Members,No_of_Borrower,SEP_2025_ Month_Loan,Loan_Outstanding_Principal,Loan_Service_Charge,Total_Outstanding,Overdue_Principal,Overdue_Service_Charge,Total_Overdue,GS,SS,TSS,TDMB,Total_Savings_Balance
OP Domain Chittagaon,Chittagong North Zone,Kumira Region,Kumira,0399,80,1688,1483,8840000,60888354,8405535,69293889,9192954,1295438,10488392,14071111.3,4803615,5207000,3490000,27571726.3
OP Domain Chittagaon,Chittagong South Zone,Chandgaon Region,Bakalia,0400,91,2118,1938,13785000,83125186,11204455,94329641,9788565,1309244,11097809,18299403,8483205,6170300,2595000,35547908
OP Domain Chittagaon,Satkania Zone,Anowara Region,Anowara,0401,105,1734,1309,11955000,63178501,8480903,71659404,2760973,367428,3128401,25135629,5188479,15011200,6189600,51524908
OP Domain Chittagaon,Satkania Zone,Anowara Region,Shantirhat,0402,88,1567,1368,9990000,58732214,7784912,66517126,6864254,900117,7764371,17645600,3555166,5586900,1205000,27992666
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Kotwali,0403,97,2231,1977,13825000,94968620,14004104,108972724,8993330,1248907,10242236,22893232,15871353,12066700,5040000,55871285
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Halishahar,0404,73,1629,1486,10970000,75588084,10537272,86125356,6657685,894221,7551906,17563967,5827613,6281200,950000,30622780
OP Domain Chittagaon,Satkania Zone,Satkania Region,Satkania-1,0405,113,1970,1551,10745000,66652676,8846360,75499036,6128090,805039,6933129,18447557,5616453,7618600,3550000,35232610
OP Domain Chittagaon,Satkania Zone,Satkania Region,Lohagara,0406,120,1783,1517,11010000,80575848,10730561,91306409,16167372,2112280,18279652,17104836,4337396,5123350,2675000,29240582
OP Domain Chittagaon,Noakhali Zone,Sonaimuri Region,Sonaimori,0407,116,1461,1223,13700000,83415117,11273247,94688364,4069731,540203,4609934,13865124,10009448,5552000,1230000,30656572
OP Domain Chittagaon,Feni Zone,Dagonbuyan Region,Selonia,0408,99,1691,1319,12290000,80897821,11614786,92512606,8731407,1213799,9945206,18551168,8615903,6311000,3425000,36903071
OP Domain Natore,Pabna Zone,Bongram Region,Ataikula,0409,119,2277,1700,8734000,56849756,7757504,64607259,6840256,903796,7744052,17356071,2577621,2173300,250000,22356992
OP Domain Natore,Pabna Zone,Iswardi Region,Dapunia,0410,111,2010,1658,9526000,63277287,8839896,72117183,7047613,917892,7965505,19084653,2626435,5580700,4225000,31516788
OP Domain Natore,Pabna Zone,Iswardi Region,Aoutapara,0411,86,1622,1451,6761000,52753309,6907329,59660638,11474506,1489642,12964148,10559035,1537028,1449100,500000,14045163
OP Domain Comilla,Chandpur Zone,Chandpur Region,Haziganj-2,0412,121,1662,1481,10085000,65214421,9074626,74289046,9504361,1240941,10745302,15408590,4012042,3713300,4170000,27303932
OP Domain Comilla,Chandpur Zone,Chandpur Region,Chandpur-1,0413,119,1759,1532,8770000,69811237,10376529,80187766,9607633,1268284,10875917,17452895,4715624,3549000,4225000,29942519
OP Domain Comilla,Chandpur Zone,kochua Region,Shahrasti,0414,120,1456,1208,13800000,87040375,13523411,100563785,5615017,783791,6398809,16038302,6030932,6422700,1330000,29821934
OP Domain Comilla,Chandpur Zone,kochua Region,Kochua-1,0415,137,2422,2028,18751000,125905160,18122962,144028123,9234430,1225093,10459523,25381302,9400213,10915800,2375000,48072315
OP Domain Comilla,Chandpur Zone,Motlob Region,MOTLOB,0416,109,1391,1179,7769000,57613609,8058748,65672357,7254035,973524,8227559,18476625,4185699,3100500,1430000,27192824
OP Domain Rajshahi,Chapainobabgonj Zone,Niyamatpur Region,Jinarpur,0417,122,2756,2398,12485000,68985844,8268777,77254621,2152114,290375,2442489,15326928,3172645,1516900,115000,20131473
OP Domain Rangpur,Lalmonirhat Zone,Kaliganj Region 2,Kakina,0418,147,2997,2480,11775000,75584105,9782796,85366901,8471525,1122362,9593887,34054068,5353412,7344300,3800000,50551780
OP Domain Rajshahi,Rajshahi Zone,Rajshahi Region,Salbagan,0419,117,2888,2332,10969000,72111498,9866245,81977743,9753500,1268988,11022488,27834450,4593953,5917700,8535000,46881103
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,Matherganj,0420,110,2119,1995,9962000,65282335,8650311,73932646,8443373,1090617,9533990,17881424,3390046,4670700,8590000,34532170
OP Domain Bogra,Bogra North Zone,Baluahat Region,Velurpara,0421,113,2262,1978,9105000,72989569,10130682,83120251,17334227,2389992,19724219,21165145,2839293,7950400,9450000,41404838
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,Nekmorod,0422,127,2689,2461,11465000,73544449,9660042,83204491,16902014,2237905,19139919,18410534,2031663,5728600,1790000,27960797
OP Domain Rajshahi,Naogaon Zone,Hapania Region,Dubolhati,0423,99,1928,1614,8442000,58510169,7021675,65531844,10660972,1362064,12023036,12193410,2323286,5238900,1650000,21405596
OP Domain Khulna,Jessore Zone,Lohagara Region,Lahagara-2,0424,108,2069,1753,8995000,61590506,8239441,69829947,12923354,1793565,14716919,13703136,3099465,5210500,780000,22793101
OP Domain Barisal,Faridpur Zone,Boalmari Region,Alphadanga,0425,89,1432,1261,7680000,49358936,6604483,55963419,7228316,955961,8184277,12624307,2997946,4382255,1385000,21389508
OP Domain Khulna,Satkhira Zone,Paikgasa Region,Chuknagar,0426,96,1661,1407,7515000,54034157,7396277,61430434,12456483,1817849,14274333,10574361,2391900,2026600,195000,15187861
OP Domain Khulna,Khulna Zone,Doulatpur Region,Dumuria,0427,97,1705,1611,6960000,54853327,7709521,62562848,18041449,2841845,20883294,9993530,1693648,2260400,400000,14347578
OP Domain Khulna,Satkhira Zone,Paikgasa Region,Paikgacha,0428,90,1565,1342,8595000,56992307,7859495,64851803,9152936,1319323,10472259,15005481,1880436,3128900,2000000,22014817
OP Domain Rajshahi,Najipur Zone,Sapahar Region,Mohisbathan,0429,116,2390,1752,9430000,63224959,6930671,70155630,3521329,356430,3877759,18200412,4087805,10521800,2065000,34875017
OP Domain Dinajpur,Panchogor Zone,Boda Region,Mirzapur-2,0430,103,2250,2055,10259000,60106554,7919951,68026505,2889918,381667,3271585,21657905,2581187,5667700,1975000,31881792
OP Domain Dinajpur,Panchogor Zone,Panchogor Region,Salbahan,0431,129,2689,2452,12191000,73424189,9660815,83085004,9646746,1270323,10917069,20312177,4354899,5771800,3145000,33583876
OP Domain Dinajpur,Panchogor Zone,Panchogor Region,Tunirhat,0432,132,2767,2478,12181000,71596253,9412560,81008813,9148193,1175068,10323261,18435304,2968972,3276900,5225000,29906176
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,Baliadangi,0433,117,2628,2360,12020000,72248565,9508736,81757301,12207517,1589561,13797078,24968087,2671550,6001600,1000000,34641237
OP Domain Dinajpur,Panchogor Zone,Boda Region,Atwari,0434,112,2121,1894,9432000,57988617,7661465,65650082,5805401,782241,6587642,18660391,2355511,7916503,4370000,33302405
OP Domain Bogra,Bogra Central Zone,Banani Region,Bogura Sadar,0435,125,2654,2198,20570000,134651497,10288785,144940282,10479381,1524529,12003910,63945365,5995707,10069800,26520000,106530872
OP Domain Dinajpur,Dinajpur Zone,Shikdarhat Region,Mongolpur,0436,116,2340,2222,11181000,67000843,8555934,75556777,9224327,1126917,10351244,17777487,2402790,7986208,1975000,30141485
OP Domain Rangpur,Polashbari Zone,Mithapukur Region,Khalashpir,0437,90,1611,1532,8450000,51728230,6931570,58659800,6355419,845024,7200443,10540088,1582919,2863700,450000,15436707
OP Domain Rajshahi,Naogaon Zone,Raninagor Region,Kaliganj-4,0438,88,1546,1363,9085000,61970559,8552589,70523148,5300942,694881,5995823,16648639,2059451,3065300,740000,22513390
OP Domain Dinajpur,Dinajpur Zone,Shikdarhat Region,Birol,0439,73,1670,1537,10890000,54003823,6888643,60892466,2820123,358618,3178740,16619717,1961021,5528800,925000,25034538
OP Domain Dinajpur,Dinajpur Zone,Dinajpur Region,Ranigonj-2,0440,109,2180,1745,12820000,74443055,8890002,83333057,4899325,629938,5529263,36418698,3584367,20582900,14600000,75185965
OP Domain Dinajpur,Syedpur Zone,Bodorgonj Region,Bhabanipur,0441,101,2186,2001,10925000,66262051,8784715,75046766,13175763,1774504,14950267,16125471,2086524,4333300,3610000,26155295
OP Domain Dinajpur,Dinajpur Zone,Ambari Region,Kaugaon,0442,92,2176,1950,11654000,74715934,8138128,82854062,2803685,306928,3110614,25469608,2818243,12346200,5170000,45804051
OP Domain Dinajpur,Syedpur Zone,Syedpur Region,Kazirhat-1,0443,125,2593,2374,13021000,85547206,11238702,96785908,14351377,1896819,16248196,21716494,3325816,5801950,2920000,33764260
OP Domain Dinajpur,Panchogor Zone,Debigonj Region,Debiganj,0444,121,2532,2304,9894000,73679445,9733835,83413280,17119923,2269698,19389621,23971485,2438085,2999770,1180000,30589340
OP Domain Dinajpur,Panchogor Zone,Debigonj Region,Sonahar,0445,117,2595,2341,13246000,83726936,11093186,94820122,11621984,1555010,13176994,21914460,3210507,3697000,2280000,31101967
OP Domain Dinajpur,Panchogor Zone,Debigonj Region,Kaliganj-5,0446,114,2340,2150,10275000,59793939,7839183,67633122,7453465,985088,8438553,15793639,2621049,3119000,435000,21968688
OP Domain Dinajpur,Thakurgaon Zone,Thakurgaon Region,Begunbari,0447,100,2261,2108,11366000,70992159,9351067,80343226,10234663,1325832,11560495,20248055,2281007,5007900,1650000,29186962
OP Domain Dinajpur,Thakurgaon Zone,Thakurgaon Region,Shibgonj-3,0448,101,2172,1972,10020000,56545275,7429373,63974648,4507269,587292,5094561,18628804,2621183,7784600,2250000,31284587
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,Kaharul,0449,81,2252,2049,12976000,69289671,9120361,78410032,6004693,793858,6798551,26761227,2347469,4591500,4580000,38280196
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,Rani Sankoil,0450,118,2322,2129,11950000,72894076,9599940,82494016,6972508,903791,7876299,21421002,3037163,5418100,1840000,31716265
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,Debdanga,0451,125,2362,2130,11565000,70261687,9307835,79569522,7793953,1038092,8832045,18767960,3077489,7452700,5280000,34578149
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,Pirganj-2,0452,130,2778,2557,13923000,84079974,10939534,95019508,13270783,1657704,14928487,27593692,3185119,6763200,4020000,41562011
OP Domain Dinajpur,Thakurgaon Zone,Ranisangkail Region,Zaborhat,0453,97,2370,2202,12040000,71108993,9351011,80460004,9840745,1274395,11115140,17816504,2210090,5375400,2520000,27921994
OP Domain Bogra,Bogra Central Zone,Banani Region,Banani,0454,74,1502,1208,10073000,80992753,6454949,87447701,3771417,447144,4218560,36220913,3308090,3592200,3030000,46151203
OP Domain Dinajpur,Dinajpur Zone,Shikdarhat Region,Kamolpur,0455,111,2364,2146,14058000,92705129,9534114,102239243,2332691,280606,2613297,23655596,3500292,10301300,2850000,40307188
OP Domain Dinajpur,Dinajpur Zone,Ambari Region,Panchbari,0456,86,1507,1379,9060000,60266515,6826902,67093417,7479146,808509,8287656,13010820,2170041,4563100,755000,20498961
OP Domain Dinajpur,Panchogor Zone,Debigonj Region,Panchpir-2,0457,128,2389,2147,11671000,68139648,9032608,77172256,7823423,1047132,8870555,21086163,3114932,9260600,2915000,36376695
OP Domain Dinajpur,Thakurgaon Zone,Birgonj Region,Joyanandahat,0458,98,1990,1847,9480000,56696287,7418526,64114813,8065598,1048736,9114334,15891157,2425651,3898600,4130000,26345408
OP Domain Khulna,Khulna Zone,Doulatpur Region,Shekpura,0459,92,1544,1416,5820000,48798052,7317167,56115219,15070410,2723225,17793635,12515203,2162545,2303200,520000,17500948
OP Domain Khulna,Khulna Zone,Doulatpur Region,Terokhada,0460,89,1632,1439,6680000,51482939,7429199,58912139,15816742,2673072,18489814,13529660,1589396,2083700,700000,17902756
OP Domain Rangpur,Gaibandha Zone,Sundarganj Region,Sundarganj,0461,175,3045,2547,17200000,108616485,14554201,123170686,9491357,1323430,10814787,35030750,6624824,15495100,8150000,65300674
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,Dhaldanga,0462,170,4353,2106,9190000,61915902,7815550,69731452,3982721,498091,4480812,28228252,5278105,10165000,1715000,45386357
OP Domain Rangpur,Kurigram Zone,Bhurungamari Region,Kochakata,0463,138,2936,2395,14520000,79850158,10456924,90307082,3284361,422987,3707348,35620546,6712546,10013500,9215000,61561592
OP Domain Rangpur,Kurigram Zone,Nageshori Region,Nayashi,0464,135,2743,2274,15239000,92260691,11946162,104206853,6404118,838372,7242490,32904808,6301965,10303700,1950000,51460473
OP Domain Dhaka,Dhamrai Zone,Dhamrai Region,Savar,0465,112,1780,1555,13460000,91683070,13379571,105062641,11021621,1672396,12694018,18668739,4399797,4580900,785000,28434436
OP Domain Khulna,Jessore Zone,Jessore Region,Jessore-2,0466,112,1949,1655,6114000,50582632,6711040,57293672,17043757,2275629,19319387,9519823,1666186,1553800,625000,13364809
OP Domain Dhaka,Dhaka North Zone,Cheragali Region,Tongi,0467,114,2407,2115,18760000,117431964,16411472,133843435,12572788,1786348,14359136,27067599,9201176,8132200,1650000,46050975
OP Domain Dhaka,Dhaka South Zone,Narayanganj Region,Narayanganj-2,0468,87,2042,1818,10470000,82041688,6494197,88535885,11547399,1472151,13019550,19057789,7013586,3496200,1355000,30922575
OP Domain Dhaka,Dhaka South Zone,Narayanganj Region,Munshiganj,0469,85,1547,1225,8365000,61754922,8639474,70394396,11215211,1481159,12696370,12625717,3569729,3585100,1200000,20980546
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,VOIRAB,0470,122,2289,2037,16475000,109008201,14843121,123851322,14129047,1893196,16022243,21444019,7758148,6883275,800000,36885442
OP Domain Dhaka,Dhaka North Zone,Kalyanpur Region,Kalyanpur,0471,69,1544,1372,10080000,64435132,8579923,73015055,5013116,731032,5744148,16538253,8904711,6370600,910000,32723564
OP Domain Dhaka,Dhaka North Zone,Kalyanpur Region,Gabtoli-2,0472,103,2353,2166,15385000,94506042,12962135,107468177,11326651,1544961,12871612,25823872,6965317,3978800,4895000,41662989
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,Gazipur-3,0473,96,1310,1207,9080000,68430382,11632447,80062829,7410129,1285770,8695899,13757998,3646881,8076400,1500000,26981279
OP Domain Chittagaon,Satkania Zone,Eidgaon Region,Coxs Bazar,0474,86,1617,1464,11310000,68309194,9285529,77594723,9952125,1291728,11243853,13220361,5087390,4037700,405000,22750451
OP Domain Dhaka,Narsingdi Zone,Hasnabad Region,Narsingdi-2,0475,70,1401,1208,13110000,76218556,10299957,86518513,6328648,827495,7156143,21332896,4452629,4545000,960000,31290525
OP Domain Mymensingh,Netrokona Zone,Kishoreganj area,Kishoreganj-2,0476,96,1381,1252,7240000,48302316,6503254,54805570,5553513,734633,6288146,15078915,2717539,2796500,860000,21452954
OP Domain Rangpur,Gaibandha Zone,Gaibandha Region,Tulshighat,0477,116,2464,2075,10800000,64037820,8146285,72184105,8143712,1068594,9212306,24978187,3068109,6115500,9370000,43531796
OP Domain Sylhet,Hobigonj Zone,Ashugonj Region,B BARIA,0478,110,1580,1448,6270000,57203599,7629060,64832659,19661561,2640147,22301708,10069280,3734867,2356300,1050000,17210447
OP Domain Sylhet,Sylhet Zone,Sylhet Region,Tetli,0479,127,2199,1909,13325000,90424031,12126019,102550050,10605774,1417031,12022805,24558638,7918324,9210500,955000,42642462
OP Domain Chittagaon,Noakhali Zone,Begumganj Region,Chowmuhani-1,0480,101,1126,948,10750000,68559800,9820015,78379816,3436643,462171,3898814,10503688,6217617,4244800,850000,21816105
OP Domain Comilla,Comilla Zone,Comilla Region,Alekharchar,0481,102,1479,1371,16640000,148082541,2868069,150950610,20099996,2204577,22304572,21768550,8238980,11407000,2795000,44209530
OP Domain Dhaka,Dhaka Zone,Kalyanpur Region,Hemayetpur,0482,102,1599,1487,10415000,76119570,11738876,87858446,19747032,3323540,23070573,11294150,3681654,3620500,1375000,19971304
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,Konabari,0483,114,1565,1342,13645000,94490856,16648790,111139647,4833147,871447,5704594,22219340,6142728,10051400,2335000,40748468
OP Domain Barisal,Faridpur Zone,Boalmari Region,Modhukhali-1,0484,96,1495,1299,8130000,53601194,7301935,60903130,5994932,798789,6793721,11293840,3464462,3722700,2040000,20521002
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Pahartali,0485,65,1403,1300,9160000,65259010,9893102,75152112,9077934,1344372,10422306,24050731,5476809,5166000,3675000,38368540
OP Domain Chittagaon,Chittagong South Zone,Ranguniea Region,Raozan,0486,108,1410,1227,12890000,74363945,10214689,84578634,5665240,776094,6441334,15006634,9152960,7587700,2165000,33912294
OP Domain Chittagaon,Chittagong South Zone,Nazirhat Region,Nazirhat,0487,87,1382,1247,14195000,86411781,11820132,98231913,5504398,738481,6242879,13633714,8829669,8841000,2100000,33404383
OP Domain Chittagaon,Chittagong South Zone,Nazirhat Region,Fatikchari,0488,97,1316,1121,10080000,59313459,8003023,67316482,4510471,596087,5106558,14114048,5853443,5293200,3195000,28455691
OP Domain Sylhet,Hobigonj Zone,Hobigonj Region,Habiganj Sadar,0489,124,1801,1602,11960000,73434792,9816112,83250904,6768744,905944,7674688,20831862,8204102,4159200,3890000,37085164
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Katgor,0490,78,1488,1345,11150000,66185156,9767478,75952634,2031296,323759,2355055,17711386,9430627,10626700,1840000,39608713
OP Domain Chittagaon,Satkania Zone,Anowara Region,Patiya-2,0491,88,1445,1354,6490000,47616369,6325374,53941743,12147763,1598863,13746626,9222328,1838843,1958600,250000,13269771
OP Domain Chittagaon,Chittagong South Zone,Chandgaon Region,Hat Hazari,0492,108,1511,1445,11595000,76447056,10407465,86854522,9061538,1249609,10311147,13127350,5179984,4411700,645000,23364034
OP Domain Comilla,Laxmipur Zone,Laxmipur Region,Laxmipur-2,0493,141,1855,1384,13310000,98038020,14878839,112916858,5804964,918412,6723376,25525234,12710373,9880800,6030000,54146407
OP Domain Chittagaon,Noakhali Zone,Subarnochar Region,Sonapur-1,0494,57,857,686,7075000,34481975,4928487,39410462,624467,83062,707529,11991568,4137252,3718300,2900000,22747120
OP Domain Chittagaon,Chittagong South Zone,Chandgaon Region,Chandgaon,0495,116,2180,2066,12900000,85303089,11605560,96908649,9277562,1250443,10528005,19979147,11607310,10038700,2200000,43825157
OP Domain Chittagaon,Chittagong North Zone,Pahartali Region,Patharghata,0496,84,1863,1736,10180000,74556341,10155930,84712271,8972575,1191874,10164449,18293246,8567570,4453700,655000,31969516
OP Domain Comilla,Comilla Zone,Bagmara Region,Mudaffargonj,0497,129,1534,1381,13910000,88994517,12149851,101144369,11248243,1509279,12757522,13183345,4969293,4401700,1180000,23734338
OP Domain Chittagaon,Feni Zone,Feni Region,Mohipal,0498,62,933,808,8020000,49561917,7113717,56675634,5247619,700956,5948575,17088432,3404916,3101600,1275000,24869948
OP Domain Dinajpur,Dinajpur Zone,Dinajpur Region,Dosmail-2,0499,110,2160,1958,10672000,62840391,8189554,71029945,7785023,1005812,8790835,18522569,2478381,8171500,3010000,32182450
OP Domain Comilla,Comilla Zone,Chandina Region,Debidwar,0500,95,1198,1030,12180000,71501201,9743456,81244657,5820304,772929,6593233,16814319,4375153,4077700,1780000,27047172
OP Domain Mymensingh,Gazipur Zone,Gazipur Region,Joydebpur,0501,117,1320,1204,9025000,73570386,12029333,85599719,8422978,1295084,9718062,15232696,4616573,6855300,1600000,28304569
